date,airline,source,destination,scheduled_flights,cancelled_flights,flown_flights,avg_fare_inr,on_time_pct,cancellation_rate,route,is_indigo,period
2025-11-05,IndiGo,BOM,AMD,19,1,18,4053.0,81.9,0.053,BOM-AMD,True,normal
2025-11-05,Air India,DEL,BOM,22,0,22,3493.0,98.2,0.0,DEL-BOM,False,normal
2025-11-05,Air India,DEL,BLR,23,0,23,3241.0,88.3,0.0,DEL-BLR,False,normal
2025-11-05,Air India,BOM,BLR,13,0,13,4799.0,80.2,0.0,BOM-BLR,False,normal
2025-11-05,Air India,DEL,CCU,12,0,12,5838.0,90.6,0.0,DEL-CCU,False,normal
2025-11-05,Air India,BOM,HYD,20,0,20,5107.0,75.3,0.0,BOM-HYD,False,normal
2025-11-05,Air India,DEL,HYD,15,0,15,2367.0,87.8,0.0,DEL-HYD,False,normal
2025-11-05,Air India,BLR,MAA,23,0,23,5111.0,88.9,0.0,BLR-MAA,False,normal
2025-11-05,Air India,DEL,MAA,11,0,11,4716.0,79.7,0.0,DEL-MAA,False,normal
2025-11-05,Air India,BOM,PNQ,20,0,20,4143.0,77.1,0.0,BOM-PNQ,False,normal
2025-11-05,Air India,DEL,GOI,18,0,18,3002.0,88.6,0.0,DEL-GOI,False,normal
2025-11-05,Air India,BLR,CCU,23,0,23,6381.0,87.9,0.0,BLR-CCU,False,normal
2025-11-05,Air India,BOM,AMD,21,1,20,4578.0,72.4,0.048,BOM-AMD,False,normal
2025-11-05,SpiceJet,DEL,BOM,25,0,25,1800.0,74.0,0.0,DEL-BOM,False,normal
2025-11-05,SpiceJet,DEL,BLR,18,0,18,3884.0,90.8,0.0,DEL-BLR,False,normal
2025-11-05,SpiceJet,BOM,BLR,17,0,17,3051.0,90.0,0.0,BOM-BLR,False,normal
2025-11-05,SpiceJet,DEL,CCU,19,0,19,4810.0,92.5,0.0,DEL-CCU,False,normal
2025-11-05,SpiceJet,BOM,HYD,23,0,23,4836.0,87.2,0.0,BOM-HYD,False,normal
2025-11-05,SpiceJet,DEL,HYD,17,0,17,5058.0,91.5,0.0,DEL-HYD,False,normal
2025-11-05,SpiceJet,BLR,MAA,18,0,18,5495.0,85.5,0.0,BLR-MAA,False,normal
2025-11-05,SpiceJet,DEL,MAA,19,1,18,4374.0,94.1,0.053,DEL-MAA,False,normal
2025-11-05,SpiceJet,BOM,PNQ,20,0,20,3442.0,81.2,0.0,BOM-PNQ,False,normal
2025-11-05,SpiceJet,DEL,GOI,21,0,21,4314.0,73.5,0.0,DEL-GOI,False,normal
2025-11-05,SpiceJet,BLR,CCU,16,0,16,5449.0,90.2,0.0,BLR-CCU,False,normal
2025-11-05,SpiceJet,BOM,AMD,18,0,18,3849.0,76.6,0.0,BOM-AMD,False,normal
2025-11-05,Akasa Air,DEL,BOM,13,0,13,4950.0,80.1,0.0,DEL-BOM,False,normal
2025-11-05,Akasa Air,DEL,BLR,24,0,24,4012.0,81.9,0.0,DEL-BLR,False,normal
2025-11-05,Akasa Air,BOM,BLR,14,1,13,5833.0,83.8,0.071,BOM-BLR,False,normal
2025-11-05,Akasa Air,DEL,CCU,20,0,20,2467.0,91.2,0.0,DEL-CCU,False,normal
2025-11-05,Akasa Air,BOM,HYD,18,0,18,3954.0,77.2,0.0,BOM-HYD,False,normal
2025-11-05,Akasa Air,DEL,HYD,23,0,23,4315.0,92.6,0.0,DEL-HYD,False,normal
2025-11-05,Akasa Air,BLR,MAA,14,0,14,4424.0,91.9,0.0,BLR-MAA,False,normal
2025-11-05,Akasa Air,DEL,MAA,14,0,14,3870.0,92.1,0.0,DEL-MAA,False,normal
2025-11-05,Akasa Air,BOM,PNQ,17,0,17,5683.0,81.6,0.0,BOM-PNQ,False,normal
2025-11-05,Akasa Air,DEL,GOI,18,0,18,2738.0,92.2,0.0,DEL-GOI,False,normal
2025-11-05,Akasa Air,BLR,CCU,20,0,20,3507.0,80.2,0.0,BLR-CCU,False,normal
2025-11-05,Akasa Air,BOM,AMD,14,0,14,3844.0,73.8,0.0,BOM-AMD,False,normal
2025-11-05,Air India Express,DEL,BOM,22,0,22,3239.0,86.6,0.0,DEL-BOM,False,normal
2025-11-05,Air India Express,DEL,BLR,20,0,20,3185.0,80.8,0.0,DEL-BLR,False,normal
2025-11-05,Air India Express,BOM,BLR,21,0,21,3779.0,77.8,0.0,BOM-BLR,False,normal
2025-11-05,Air India Express,DEL,CCU,14,0,14,3878.0,90.3,0.0,DEL-CCU,False,normal
2025-11-05,Air India Express,BOM,HYD,17,0,17,4983.0,74.2,0.0,BOM-HYD,False,normal
2025-11-05,Air India Express,DEL,HYD,18,0,18,3731.0,83.6,0.0,DEL-HYD,False,normal
2025-11-05,Air India Express,BLR,MAA,16,0,16,5682.0,95.9,0.0,BLR-MAA,False,normal
2025-11-05,Air India Express,DEL,MAA,21,1,20,4105.0,88.6,0.048,DEL-MAA,False,normal
2025-11-05,Air India Express,BOM,PNQ,8,0,8,4067.0,85.4,0.0,BOM-PNQ,False,normal
2025-11-05,Air India Express,DEL,GOI,21,1,20,4637.0,82.1,0.048,DEL-GOI,False,normal
2025-11-05,Air India Express,BLR,CCU,18,0,18,5112.0,79.1,0.0,BLR-CCU,False,normal
2025-11-05,Air India Express,BOM,AMD,17,1,16,2703.0,78.8,0.059,BOM-AMD,False,normal
2025-11-06,IndiGo,DEL,BOM,15,0,15,4235.0,88.1,0.0,DEL-BOM,True,normal
2025-11-06,IndiGo,DEL,BLR,23,0,23,3361.0,88.5,0.0,DEL-BLR,True,normal
2025-11-06,IndiGo,BOM,BLR,12,0,12,3845.0,76.3,0.0,BOM-BLR,True,normal
2025-11-06,IndiGo,DEL,CCU,21,0,21,4754.0,75.4,0.0,DEL-CCU,True,normal
2025-11-06,IndiGo,BOM,HYD,25,0,25,3307.0,78.1,0.0,BOM-HYD,True,normal
2025-11-06,IndiGo,DEL,HYD,22,0,22,2892.0,92.6,0.0,DEL-HYD,True,normal
2025-11-06,IndiGo,BLR,MAA,17,1,16,3087.0,85.7,0.059,BLR-MAA,True,normal
2025-11-06,IndiGo,DEL,MAA,24,1,23,5272.0,86.7,0.042,DEL-MAA,True,normal
2025-11-06,IndiGo,BOM,PNQ,19,1,18,4766.0,81.5,0.053,BOM-PNQ,True,normal
2025-11-06,IndiGo,DEL,GOI,14,0,14,6055.0,77.8,0.0,DEL-GOI,True,normal
2025-11-06,IndiGo,BLR,CCU,17,1,16,4545.0,88.1,0.059,BLR-CCU,True,normal
2025-11-06,IndiGo,BOM,AMD,16,1,15,3168.0,80.7,0.062,BOM-AMD,True,normal
2025-11-06,Air India,DEL,BOM,18,0,18,2831.0,72.0,0.0,DEL-BOM,False,normal
2025-11-06,Air India,DEL,BLR,25,2,23,5087.0,82.0,0.08,DEL-BLR,False,normal
2025-11-06,Air India,BOM,BLR,20,0,20,5898.0,88.3,0.0,BOM-BLR,False,normal
2025-11-06,Air India,DEL,CCU,20,0,20,3947.0,77.4,0.0,DEL-CCU,False,normal
2025-11-06,Air India,BOM,HYD,23,0,23,3953.0,81.7,0.0,BOM-HYD,False,normal
2025-11-06,Air India,DEL,HYD,23,0,23,5175.0,87.3,0.0,DEL-HYD,False,normal
2025-11-06,Air India,BLR,MAA,23,1,22,3700.0,87.0,0.043,BLR-MAA,False,normal
2025-11-06,Air India,DEL,MAA,18,0,18,3963.0,91.2,0.0,DEL-MAA,False,normal
2025-11-06,Air India,BOM,PNQ,13,0,13,2640.0,80.8,0.0,BOM-PNQ,False,normal
2025-11-06,Air India,DEL,GOI,20,2,18,5130.0,89.8,0.1,DEL-GOI,False,normal
2025-11-06,Air India,BLR,CCU,18,0,18,3059.0,94.0,0.0,BLR-CCU,False,normal
2025-11-06,Air India,BOM,AMD,20,1,19,6153.0,83.9,0.05,BOM-AMD,False,normal
2025-11-06,SpiceJet,DEL,BOM,17,1,16,3505.0,82.6,0.059,DEL-BOM,False,normal
2025-11-06,SpiceJet,DEL,BLR,15,0,15,4396.0,84.5,0.0,DEL-BLR,False,normal
2025-11-06,SpiceJet,BOM,BLR,16,0,16,3757.0,86.4,0.0,BOM-BLR,False,normal
2025-11-06,SpiceJet,DEL,CCU,17,0,17,3860.0,70.3,0.0,DEL-CCU,False,normal
2025-11-06,SpiceJet,BOM,HYD,19,0,19,4488.0,83.4,0.0,BOM-HYD,False,normal
2025-11-06,SpiceJet,DEL,HYD,15,0,15,4513.0,90.9,0.0,DEL-HYD,False,normal
2025-11-06,SpiceJet,BLR,MAA,19,0,19,4663.0,81.9,0.0,BLR-MAA,False,normal
2025-11-06,SpiceJet,DEL,MAA,19,0,19,5389.0,68.9,0.0,DEL-MAA,False,normal
2025-11-06,SpiceJet,BOM,PNQ,13,0,13,4454.0,71.8,0.0,BOM-PNQ,False,normal
2025-11-06,SpiceJet,DEL,GOI,13,0,13,3375.0,85.0,0.0,DEL-GOI,False,normal
2025-11-06,SpiceJet,BLR,CCU,21,0,21,3955.0,89.8,0.0,BLR-CCU,False,normal
2025-11-06,SpiceJet,BOM,AMD,21,0,21,6267.0,76.2,0.0,BOM-AMD,False,normal
2025-11-06,Akasa Air,DEL,BOM,19,0,19,3925.0,85.1,0.0,DEL-BOM,False,normal
2025-11-06,Akasa Air,DEL,BLR,19,0,19,3610.0,85.3,0.0,DEL-BLR,False,normal
2025-11-06,Akasa Air,BOM,BLR,20,0,20,5104.0,85.5,0.0,BOM-BLR,False,normal
2025-11-06,Akasa Air,DEL,CCU,21,0,21,2884.0,95.4,0.0,DEL-CCU,False,normal
2025-11-06,Akasa Air,BOM,HYD,24,1,23,1959.0,85.5,0.042,BOM-HYD,False,normal
2025-11-06,Akasa Air,DEL,HYD,18,0,18,4303.0,93.5,0.0,DEL-HYD,False,normal
2025-11-06,Akasa Air,BLR,MAA,17,0,17,4550.0,77.6,0.0,BLR-MAA,False,normal
2025-11-06,Akasa Air,DEL,MAA,13,0,13,2128.0,85.4,0.0,DEL-MAA,False,normal
2025-11-06,Akasa Air,BOM,PNQ,18,0,18,4688.0,75.3,0.0,BOM-PNQ,False,normal
2025-11-06,Akasa Air,DEL,GOI,19,0,19,3572.0,84.7,0.0,DEL-GOI,False,normal
2025-11-06,Akasa Air,BLR,CCU,17,0,17,3381.0,80.9,0.0,BLR-CCU,False,normal
2025-11-06,Akasa Air,BOM,AMD,22,0,22,5235.0,86.5,0.0,BOM-AMD,False,normal
2025-11-06,Air India Express,DEL,BOM,25,0,25,4851.0,77.5,0.0,DEL-BOM,False,normal
2025-11-06,Air India Express,DEL,BLR,23,0,23,4985.0,87.3,0.0,DEL-BLR,False,normal
2025-11-06,Air India Express,BOM,BLR,19,0,19,3927.0,85.7,0.0,BOM-BLR,False,normal
2025-11-06,Air India Express,DEL,CCU,18,1,17,3853.0,78.6,0.056,DEL-CCU,False,normal
2025-11-06,Air India Express,BOM,HYD,17,0,17,4808.0,89.0,0.0,BOM-HYD,False,normal
2025-11-06,Air India Express,DEL,HYD,15,0,15,4179.0,89.6,0.0,DEL-HYD,False,normal
2025-11-06,Air India Express,BLR,MAA,17,0,17,3728.0,73.3,0.0,BLR-MAA,False,normal
2025-11-06,Air India Express,DEL,MAA,17,0,17,2906.0,81.0,0.0,DEL-MAA,False,normal
2025-11-06,Air India Express,BOM,PNQ,18,1,17,5412.0,81.9,0.056,BOM-PNQ,False,normal
2025-11-06,Air India Express,DEL,GOI,15,1,14,3020.0,81.4,0.067,DEL-GOI,False,normal
2025-11-06,Air India Express,BLR,CCU,23,0,23,3871.0,87.4,0.0,BLR-CCU,False,normal
2025-11-06,Air India Express,BOM,AMD,13,0,13,4872.0,88.7,0.0,BOM-AMD,False,normal
2025-11-07,IndiGo,DEL,BOM,11,0,11,5024.0,91.4,0.0,DEL-BOM,True,normal
2025-11-07,IndiGo,DEL,BLR,17,0,17,5773.0,70.4,0.0,DEL-BLR,True,normal
2025-11-07,IndiGo,BOM,BLR,15,1,14,5472.0,86.5,0.067,BOM-BLR,True,normal
2025-11-07,IndiGo,DEL,CCU,19,0,19,4908.0,82.4,0.0,DEL-CCU,True,normal
2025-11-07,IndiGo,BOM,HYD,21,1,20,2779.0,87.2,0.048,BOM-HYD,True,normal
2025-11-07,IndiGo,DEL,HYD,21,0,21,3770.0,75.8,0.0,DEL-HYD,True,normal
2025-11-07,IndiGo,BLR,MAA,20,0,20,4458.0,83.1,0.0,BLR-MAA,True,normal
2025-11-07,IndiGo,DEL,MAA,22,0,22,4203.0,89.8,0.0,DEL-MAA,True,normal
2025-11-07,IndiGo,BOM,PNQ,15,0,15,5495.0,81.4,0.0,BOM-PNQ,True,normal
2025-11-07,IndiGo,DEL,GOI,15,0,15,3182.0,76.2,0.0,DEL-GOI,True,normal
2025-11-07,IndiGo,BLR,CCU,12,0,12,4792.0,86.5,0.0,BLR-CCU,True,normal
2025-11-07,IndiGo,BOM,AMD,14,0,14,4502.0,83.6,0.0,BOM-AMD,True,normal
2025-11-07,Air India,DEL,BOM,22,0,22,4122.0,81.1,0.0,DEL-BOM,False,normal
2025-11-07,Air India,DEL,BLR,14,0,14,3444.0,84.3,0.0,DEL-BLR,False,normal
2025-11-07,Air India,BOM,BLR,19,0,19,3779.0,89.9,0.0,BOM-BLR,False,normal
2025-11-07,Air India,DEL,CCU,16,0,16,4323.0,91.5,0.0,DEL-CCU,False,normal
2025-11-07,Air India,BOM,HYD,14,0,14,3449.0,96.7,0.0,BOM-HYD,False,normal
2025-11-07,Air India,DEL,HYD,16,0,16,4050.0,77.3,0.0,DEL-HYD,False,normal
2025-11-07,Air India,BLR,MAA,17,0,17,4380.0,84.9,0.0,BLR-MAA,False,normal
2025-11-07,Air India,DEL,MAA,14,0,14,3766.0,79.1,0.0,DEL-MAA,False,normal
2025-11-07,Air India,BOM,PNQ,19,0,19,4615.0,80.9,0.0,BOM-PNQ,False,normal
2025-11-07,Air India,DEL,GOI,19,0,19,4711.0,81.8,0.0,DEL-GOI,False,normal
2025-11-07,Air India,BLR,CCU,15,1,14,3303.0,87.2,0.067,BLR-CCU,False,normal
2025-11-07,Air India,BOM,AMD,14,0,14,3733.0,80.1,0.0,BOM-AMD,False,normal
2025-11-07,SpiceJet,DEL,BOM,19,1,18,3407.0,85.5,0.053,DEL-BOM,False,normal
2025-11-07,SpiceJet,DEL,BLR,19,0,19,5272.0,89.9,0.0,DEL-BLR,False,normal
2025-11-07,SpiceJet,BOM,BLR,15,0,15,5757.0,80.0,0.0,BOM-BLR,False,normal
2025-11-07,SpiceJet,DEL,CCU,12,0,12,5498.0,93.0,0.0,DEL-CCU,False,normal
2025-11-07,SpiceJet,BOM,HYD,22,0,22,5348.0,82.4,0.0,BOM-HYD,False,normal
2025-11-07,SpiceJet,DEL,HYD,16,0,16,3114.0,78.8,0.0,DEL-HYD,False,normal
2025-11-07,SpiceJet,BLR,MAA,15,0,15,4495.0,84.9,0.0,BLR-MAA,False,normal
2025-11-07,SpiceJet,DEL,MAA,21,0,21,4874.0,78.2,0.0,DEL-MAA,False,normal
2025-11-07,SpiceJet,BOM,PNQ,13,0,13,4666.0,73.5,0.0,BOM-PNQ,False,normal
2025-11-07,SpiceJet,DEL,GOI,19,0,19,3192.0,90.8,0.0,DEL-GOI,False,normal
2025-11-07,SpiceJet,BLR,CCU,21,0,21,4743.0,81.6,0.0,BLR-CCU,False,normal
2025-11-07,SpiceJet,BOM,AMD,22,1,21,2510.0,90.7,0.045,BOM-AMD,False,normal
2025-11-07,Akasa Air,DEL,BOM,17,0,17,2442.0,85.2,0.0,DEL-BOM,False,normal
2025-11-07,Akasa Air,DEL,BLR,13,0,13,3376.0,85.3,0.0,DEL-BLR,False,normal
2025-11-07,Akasa Air,BOM,BLR,15,0,15,3082.0,87.0,0.0,BOM-BLR,False,normal
2025-11-07,Akasa Air,DEL,CCU,17,0,17,3462.0,85.5,0.0,DEL-CCU,False,normal
2025-11-07,Akasa Air,BOM,HYD,15,0,15,4269.0,90.1,0.0,BOM-HYD,False,normal
2025-11-07,Akasa Air,DEL,HYD,21,0,21,4336.0,86.7,0.0,DEL-HYD,False,normal
2025-11-07,Akasa Air,BLR,MAA,19,1,18,2610.0,83.1,0.053,BLR-MAA,False,normal
2025-11-07,Akasa Air,DEL,MAA,17,1,16,2512.0,75.6,0.059,DEL-MAA,False,normal
2025-11-07,Akasa Air,BOM,PNQ,18,0,18,3246.0,83.1,0.0,BOM-PNQ,False,normal
2025-11-07,Akasa Air,DEL,GOI,19,0,19,3484.0,84.7,0.0,DEL-GOI,False,normal
2025-11-07,Akasa Air,BLR,CCU,18,0,18,3969.0,86.6,0.0,BLR-CCU,False,normal
2025-11-07,Akasa Air,BOM,AMD,23,0,23,5396.0,77.0,0.0,BOM-AMD,False,normal
2025-11-07,Air India Express,DEL,BOM,15,0,15,5110.0,85.7,0.0,DEL-BOM,False,normal
2025-11-07,Air India Express,DEL,BLR,16,0,16,4529.0,79.2,0.0,DEL-BLR,False,normal
2025-11-07,Air India Express,BOM,BLR,21,0,21,4491.0,79.7,0.0,BOM-BLR,False,normal
2025-11-07,Air India Express,DEL,CCU,16,0,16,4078.0,93.2,0.0,DEL-CCU,False,normal
2025-11-07,Air India Express,BOM,HYD,13,0,13,3500.0,85.5,0.0,BOM-HYD,False,normal
2025-11-07,Air India Express,DEL,HYD,19,0,19,4610.0,80.4,0.0,DEL-HYD,False,normal
2025-11-07,Air India Express,BLR,MAA,18,0,18,6291.0,89.0,0.0,BLR-MAA,False,normal
2025-11-07,Air India Express,DEL,MAA,10,0,10,5034.0,81.7,0.0,DEL-MAA,False,normal
2025-11-07,Air India Express,BOM,PNQ,21,1,20,4603.0,69.6,0.048,BOM-PNQ,False,normal
2025-11-07,Air India Express,DEL,GOI,18,1,17,5176.0,94.3,0.056,DEL-GOI,False,normal
2025-11-07,Air India Express,BLR,CCU,14,1,13,6326.0,87.7,0.071,BLR-CCU,False,normal
2025-11-07,Air India Express,BOM,AMD,17,0,17,3914.0,75.4,0.0,BOM-AMD,False,normal
2025-11-08,IndiGo,DEL,BOM,14,1,13,4767.0,82.2,0.071,DEL-BOM,True,normal
2025-11-08,IndiGo,DEL,BLR,11,0,11,3159.0,80.6,0.0,DEL-BLR,True,normal
2025-11-08,IndiGo,BOM,BLR,13,0,13,1800.0,89.0,0.0,BOM-BLR,True,normal
2025-11-08,IndiGo,DEL,CCU,18,0,18,5652.0,94.3,0.0,DEL-CCU,True,normal
2025-11-08,IndiGo,BOM,HYD,19,0,19,4534.0,78.1,0.0,BOM-HYD,True,normal
2025-11-08,IndiGo,DEL,HYD,20,0,20,3017.0,81.7,0.0,DEL-HYD,True,normal
2025-11-08,IndiGo,BLR,MAA,15,0,15,3630.0,80.6,0.0,BLR-MAA,True,normal
2025-11-08,IndiGo,DEL,MAA,24,2,22,4687.0,85.3,0.083,DEL-MAA,True,normal
2025-11-08,IndiGo,BOM,PNQ,14,0,14,5346.0,80.8,0.0,BOM-PNQ,True,normal
2025-11-08,IndiGo,DEL,GOI,16,0,16,3980.0,86.4,0.0,DEL-GOI,True,normal
2025-11-08,IndiGo,BLR,CCU,16,0,16,2952.0,84.3,0.0,BLR-CCU,True,normal
2025-11-08,IndiGo,BOM,AMD,13,0,13,3567.0,79.4,0.0,BOM-AMD,True,normal
2025-11-08,Air India,DEL,BOM,13,0,13,5368.0,78.3,0.0,DEL-BOM,False,normal
2025-11-08,Air India,DEL,BLR,17,0,17,5329.0,89.8,0.0,DEL-BLR,False,normal
2025-11-08,Air India,BOM,BLR,23,0,23,5334.0,90.0,0.0,BOM-BLR,False,normal
2025-11-08,Air India,DEL,CCU,22,0,22,4050.0,91.7,0.0,DEL-CCU,False,normal
2025-11-08,Air India,BOM,HYD,17,1,16,4934.0,85.1,0.059,BOM-HYD,False,normal
2025-11-08,Air India,DEL,HYD,19,0,19,4818.0,80.3,0.0,DEL-HYD,False,normal
2025-11-08,Air India,BLR,MAA,26,1,25,3417.0,86.5,0.038,BLR-MAA,False,normal
2025-11-08,Air India,DEL,MAA,15,0,15,2108.0,86.7,0.0,DEL-MAA,False,normal
2025-11-08,Air India,BOM,PNQ,12,0,12,1827.0,78.4,0.0,BOM-PNQ,False,normal
2025-11-08,Air India,DEL,GOI,22,0,22,5379.0,91.2,0.0,DEL-GOI,False,normal
2025-11-08,Air India,BLR,CCU,15,0,15,3112.0,90.5,0.0,BLR-CCU,False,normal
2025-11-08,Air India,BOM,AMD,16,0,16,3096.0,80.1,0.0,BOM-AMD,False,normal
2025-11-08,SpiceJet,DEL,BOM,22,0,22,5052.0,88.5,0.0,DEL-BOM,False,normal
2025-11-08,SpiceJet,DEL,BLR,19,1,18,5131.0,87.6,0.053,DEL-BLR,False,normal
2025-11-08,SpiceJet,BOM,BLR,19,0,19,4884.0,78.5,0.0,BOM-BLR,False,normal
2025-11-08,SpiceJet,DEL,CCU,17,0,17,4195.0,92.9,0.0,DEL-CCU,False,normal
2025-11-08,SpiceJet,BOM,HYD,16,0,16,6682.0,78.4,0.0,BOM-HYD,False,normal
2025-11-08,SpiceJet,DEL,HYD,17,0,17,3786.0,96.5,0.0,DEL-HYD,False,normal
2025-11-08,SpiceJet,BLR,MAA,14,0,14,5039.0,99.0,0.0,BLR-MAA,False,normal
2025-11-08,SpiceJet,DEL,MAA,17,1,16,4254.0,83.6,0.059,DEL-MAA,False,normal
2025-11-08,SpiceJet,BOM,PNQ,17,0,17,3555.0,82.5,0.0,BOM-PNQ,False,normal
2025-11-08,SpiceJet,DEL,GOI,19,0,19,5269.0,99.0,0.0,DEL-GOI,False,normal
2025-11-08,SpiceJet,BLR,CCU,20,0,20,6028.0,82.5,0.0,BLR-CCU,False,normal
2025-11-08,SpiceJet,BOM,AMD,26,1,25,4634.0,86.3,0.038,BOM-AMD,False,normal
2025-11-08,Akasa Air,DEL,BOM,16,0,16,4696.0,89.8,0.0,DEL-BOM,False,normal
2025-11-08,Akasa Air,DEL,BLR,14,0,14,4026.0,78.4,0.0,DEL-BLR,False,normal
2025-11-08,Akasa Air,BOM,BLR,30,0,30,3863.0,79.7,0.0,BOM-BLR,False,normal
2025-11-08,Akasa Air,DEL,CCU,17,0,17,4343.0,86.6,0.0,DEL-CCU,False,normal
2025-11-08,Akasa Air,BOM,HYD,17,0,17,4790.0,82.9,0.0,BOM-HYD,False,normal
2025-11-08,Akasa Air,DEL,HYD,20,0,20,4118.0,76.1,0.0,DEL-HYD,False,normal
2025-11-08,Akasa Air,BLR,MAA,14,0,14,2057.0,74.6,0.0,BLR-MAA,False,normal
2025-11-08,Akasa Air,DEL,MAA,19,0,19,4206.0,94.5,0.0,DEL-MAA,False,normal
2025-11-08,Akasa Air,BOM,PNQ,21,1,20,2705.0,82.2,0.048,BOM-PNQ,False,normal
2025-11-08,Akasa Air,DEL,GOI,13,0,13,3807.0,93.4,0.0,DEL-GOI,False,normal
2025-11-08,Akasa Air,BLR,CCU,16,0,16,3669.0,95.5,0.0,BLR-CCU,False,normal
2025-11-08,Akasa Air,BOM,AMD,23,0,23,2007.0,83.2,0.0,BOM-AMD,False,normal
2025-11-08,Air India Express,DEL,BOM,12,0,12,3701.0,91.8,0.0,DEL-BOM,False,normal
2025-11-08,Air India Express,DEL,BLR,25,0,25,4286.0,81.3,0.0,DEL-BLR,False,normal
2025-11-08,Air India Express,BOM,BLR,13,0,13,4663.0,90.3,0.0,BOM-BLR,False,normal
2025-11-08,Air India Express,DEL,CCU,23,0,23,4574.0,90.8,0.0,DEL-CCU,False,normal
2025-11-08,Air India Express,BOM,HYD,14,0,14,3834.0,87.7,0.0,BOM-HYD,False,normal
2025-11-08,Air India Express,DEL,HYD,21,0,21,4194.0,86.8,0.0,DEL-HYD,False,normal
2025-11-08,Air India Express,BLR,MAA,23,1,22,4044.0,82.1,0.043,BLR-MAA,False,normal
2025-11-08,Air India Express,DEL,MAA,15,0,15,3759.0,87.5,0.0,DEL-MAA,False,normal
2025-11-08,Air India Express,BOM,PNQ,20,0,20,4852.0,95.2,0.0,BOM-PNQ,False,normal
2025-11-08,Air India Express,DEL,GOI,18,0,18,5290.0,76.4,0.0,DEL-GOI,False,normal
2025-11-08,Air India Express,BLR,CCU,21,0,21,4670.0,74.0,0.0,BLR-CCU,False,normal
2025-11-08,Air India Express,BOM,AMD,13,1,12,3790.0,78.4,0.077,BOM-AMD,False,normal
2025-11-09,IndiGo,DEL,BOM,13,0,13,5320.0,88.1,0.0,DEL-BOM,True,normal
2025-11-09,IndiGo,DEL,BLR,19,2,17,4218.0,76.6,0.105,DEL-BLR,True,normal
2025-11-09,IndiGo,BOM,BLR,21,0,21,4865.0,78.4,0.0,BOM-BLR,True,normal
2025-11-09,IndiGo,DEL,CCU,23,1,22,4556.0,94.4,0.043,DEL-CCU,True,normal
2025-11-09,IndiGo,BOM,HYD,18,0,18,3921.0,71.5,0.0,BOM-HYD,True,normal
2025-11-09,IndiGo,DEL,HYD,16,0,16,1942.0,91.5,0.0,DEL-HYD,True,normal
2025-11-09,IndiGo,BLR,MAA,19,0,19,1800.0,83.8,0.0,BLR-MAA,True,normal
2025-11-09,IndiGo,DEL,MAA,17,1,16,4472.0,87.7,0.059,DEL-MAA,True,normal
2025-11-09,IndiGo,BOM,PNQ,17,0,17,5572.0,86.8,0.0,BOM-PNQ,True,normal
2025-11-09,IndiGo,DEL,GOI,24,0,24,5987.0,85.6,0.0,DEL-GOI,True,normal
2025-11-09,IndiGo,BLR,CCU,18,0,18,3894.0,93.4,0.0,BLR-CCU,True,normal
2025-11-09,IndiGo,BOM,AMD,16,1,15,3722.0,82.9,0.062,BOM-AMD,True,normal
2025-11-09,Air India,DEL,BOM,19,0,19,4837.0,80.3,0.0,DEL-BOM,False,normal
2025-11-09,Air India,DEL,BLR,20,0,20,5693.0,94.0,0.0,DEL-BLR,False,normal
2025-11-09,Air India,BOM,BLR,12,0,12,5018.0,92.3,0.0,BOM-BLR,False,normal
2025-11-09,Air India,DEL,CCU,16,0,16,5379.0,92.7,0.0,DEL-CCU,False,normal
2025-11-09,Air India,BOM,HYD,15,0,15,3601.0,77.0,0.0,BOM-HYD,False,normal
2025-11-09,Air India,DEL,HYD,23,0,23,4383.0,76.2,0.0,DEL-HYD,False,normal
2025-11-09,Air India,BLR,MAA,16,0,16,4190.0,89.6,0.0,BLR-MAA,False,normal
2025-11-09,Air India,DEL,MAA,15,0,15,4300.0,87.3,0.0,DEL-MAA,False,normal
2025-11-09,Air India,BOM,PNQ,20,0,20,3707.0,90.7,0.0,BOM-PNQ,False,normal
2025-11-09,Air India,DEL,GOI,14,0,14,3739.0,82.5,0.0,DEL-GOI,False,normal
2025-11-09,Air India,BLR,CCU,17,1,16,4541.0,79.0,0.059,BLR-CCU,False,normal
2025-11-09,Air India,BOM,AMD,15,0,15,3931.0,76.8,0.0,BOM-AMD,False,normal
2025-11-09,SpiceJet,DEL,BOM,17,0,17,4767.0,88.4,0.0,DEL-BOM,False,normal
2025-11-09,SpiceJet,DEL,BLR,20,0,20,6072.0,86.6,0.0,DEL-BLR,False,normal
2025-11-09,SpiceJet,BOM,BLR,14,0,14,4792.0,83.6,0.0,BOM-BLR,False,normal
2025-11-09,SpiceJet,DEL,CCU,14,0,14,4135.0,85.6,0.0,DEL-CCU,False,normal
2025-11-09,SpiceJet,BOM,HYD,20,0,20,6026.0,89.8,0.0,BOM-HYD,False,normal
2025-11-09,SpiceJet,DEL,HYD,18,0,18,3920.0,90.4,0.0,DEL-HYD,False,normal
2025-11-09,SpiceJet,BLR,MAA,15,1,14,5422.0,84.8,0.067,BLR-MAA,False,normal
2025-11-09,SpiceJet,DEL,MAA,15,2,13,4966.0,76.0,0.133,DEL-MAA,False,normal
2025-11-09,SpiceJet,BOM,PNQ,20,0,20,4931.0,90.0,0.0,BOM-PNQ,False,normal
